SegmentName,ProductId,NumberOfReviews,AverageScore,AverageHelpfulnessRatio,AverageReviewLength,RecommendationScore
Critical Customers,B0030GOO5S,25,1.16,0.4284705882352941,466.72,0.9405411764705882
Critical Customers,B000EGZ9AG,5,1.2,0.3203571428571429,388.6,0.9361071428571428
Critical Customers,B000EEFOAS,3,1.3333333333333333,0.0,185.0,0.9333333333333332
Critical Customers,B000FAPPV4,3,1.3333333333333333,0.0,372.0,0.9333333333333332
Critical Customers,B002CZNCPG,3,1.3333333333333333,0.0,261.6666666666667,0.9333333333333332
Critical Customers,B003OZV53O,3,1.3333333333333333,0.0,207.0,0.9333333333333332
Critical Customers,B000BH8P2C,8,1.25,0.1875,208.125,0.93125
Critical Customers,B00002N8SM,31,1.2580645161290323,0.1532258064516129,389.1290322580645,0.9266129032258065
Critical Customers,B004IBXRIO,4,1.25,0.16911764705882354,493.0,0.9257352941176471
Critical Customers,B000BXUVYG,13,1.0,0.7521367521367522,452.84615384615387,0.9256410256410257
Critical Customers,B00009OLE2,3,1.0,0.7513227513227513,171.0,0.9253968253968253
Critical Customers,B001EQ4H3A,4,1.25,0.16666666666666666,405.25,0.925
Critical Customers,B001FA1L7U,4,1.25,0.16666666666666666,359.75,0.925
Critical Customers,B000ER3EFC,3,1.0,0.75,728.0,0.9249999999999999
Critical Customers,B001BM6Q0Y,4,1.0,0.75,322.75,0.9249999999999999
Critical Customers,B000FKL0EU,10,1.0,0.7466666666666667,629.5,0.9239999999999999
Critical Customers,B0026A30PY,5,1.0,0.74,433.6,0.9219999999999999
Critical Customers,B005NDXHAY,3,1.0,0.7333333333333334,279.3333333333333,0.9199999999999999
Critical Customers,B001EPPYH4,3,1.0,0.7272727272727272,254.66666666666666,0.9181818181818181
Critical Customers,B0009X2AB0,5,1.2,0.25,1167.0,0.9149999999999999
Critical Customers,B005DDC3JK,5,1.0,0.7144444444444444,398.0,0.9143333333333332
Critical Customers,B005HGAVGA,4,1.25,0.125,508.25,0.9125
Critical Customers,B000P41A28,9,1.1111111111111112,0.4188271604938272,2048.5555555555557,0.903425925925926
Critical Customers,B000FA38ZE,3,1.0,0.6761904761904761,1615.6666666666667,0.9028571428571428
Critical Customers,B0027VO330,4,1.25,0.09166666666666667,382.75,0.9025
Critical Customers,B0009XTVKS,3,1.0,0.6666666666666666,894.6666666666666,0.8999999999999999
Critical Customers,B0009XVYA8,3,1.0,0.6666666666666666,894.6666666666666,0.8999999999999999
Critical Customers,B0018AGPKU,3,1.0,0.6666666666666666,1857.3333333333333,0.8999999999999999
Critical Customers,B001ATFGEU,3,1.0,0.6666666666666666,894.6666666666666,0.8999999999999999
Critical Customers,B001EPQB4Y,3,1.0,0.6666666666666666,272.6666666666667,0.8999999999999999
Critical Customers,B0027LQGIK,3,1.0,0.6666666666666666,279.6666666666667,0.8999999999999999
Critical Customers,B002NBIE34,3,1.0,0.6666666666666666,251.0,0.8999999999999999
Critical Customers,B0037BOK3C,5,1.2,0.2,1138.8,0.8999999999999999
Critical Customers,B004DN7HJ2,3,1.0,0.6666666666666666,244.66666666666666,0.8999999999999999
Critical Customers,B004EKO2HE,3,1.0,0.6666666666666666,2140.3333333333335,0.8999999999999999
Critical Customers,B000HK9IKG,8,1.125,0.3671875,271.5,0.8976562499999999
Critical Customers,B003EX2ECM,8,1.25,0.07426533872878895,468.125,0.8972796016186367
Critical Customers,B000FZYWG8,3,1.0,0.6398989898989899,111.33333333333333,0.8919696969696969
Critical Customers,B000IEYV6M,3,1.0,0.6333333333333333,221.33333333333334,0.8899999999999999
Critical Customers,B001710K88,3,1.0,0.611111111111111,262.3333333333333,0.8833333333333333
Critical Customers,B001F2GDOE,4,1.0,0.6041666666666666,1199.0,0.88125
Critical Customers,B001HTKS2S,3,1.0,0.5833333333333334,156.0,0.875
Critical Customers,B0025UNVEU,4,1.25,0.0,202.25,0.875
Critical Customers,B000FKIYEO,26,1.0769230769230769,0.4006410256410256,422.34615384615387,0.8740384615384614
Critical Customers,B002CJAOTY,4,1.0,0.5694444444444444,430.0,0.8708333333333332
Critical Customers,B0041CIOL0,5,1.0,0.5599999999999999,567.6,0.8679999999999999
Critical Customers,B000FPGZFY,5,1.0,0.55,447.2,0.865
Critical Customers,B003C5THEK,3,1.0,0.5,269.3333333333333,0.85
Critical Customers,B005QD0V8M,7,1.0,0.4733893557422969,346.0,0.842016806722689
Critical Customers,B000RZAJL8,5,1.2,0.0,222.4,0.84
Critical Customers,B000RUF8GY,7,1.0,0.41428571428571426,446.7142857142857,0.8242857142857143
Critical Customers,B000DZSWSY,5,1.0,0.4,338.8,0.82
Critical Customers,B0011664YS,5,1.0,0.4,317.4,0.82
Critical Customers,B005EKWOZK,5,1.0,0.4,335.4,0.82
Critical Customers,B0000ZSHBO,4,1.0,0.3903846153846154,256.75,0.8171153846153846
Critical Customers,B003SC0Q4C,4,1.0,0.375,774.5,0.8125
Critical Customers,B004YMQ4KU,3,1.0,0.37195121951219506,909.3333333333334,0.8115853658536585
Critical Customers,B003ULVY92,3,1.0,0.3349206349206349,738.3333333333334,0.8004761904761905
Critical Customers,B000H25WXG,3,1.0,0.3333333333333333,124.33333333333333,0.7999999999999999
Critical Customers,B000H27O7I,3,1.0,0.3333333333333333,124.33333333333333,0.7999999999999999
Critical Customers,B001BZQRJ6,3,1.0,0.3333333333333333,197.66666666666666,0.7999999999999999
Critical Customers,B002I7TKJ0,3,1.0,0.3333333333333333,886.0,0.7999999999999999
Critical Customers,B0032CJYF0,3,1.0,0.3333333333333333,177.33333333333334,0.7999999999999999
Critical Customers,B0052BRVEK,3,1.0,0.3333333333333333,241.33333333333334,0.7999999999999999
Critical Customers,B001E128R2,8,1.0,0.3196428571428571,369.0,0.7958928571428571
Critical Customers,B004ET5TP4,13,1.0769230769230769,0.1358974358974359,465.0,0.7946153846153845
Critical Customers,B000F8GWQI,4,1.0,0.29545454545454547,175.0,0.7886363636363636
Critical Customers,B000GWHFZA,4,1.0,0.29166666666666663,638.0,0.7875
Critical Customers,B003ZNRDPE,3,1.0,0.2857142857142857,365.6666666666667,0.7857142857142857
Critical Customers,B003ZNXCE0,3,1.0,0.2857142857142857,365.6666666666667,0.7857142857142857
Critical Customers,B004BCV53O,3,1.0,0.27777777777777773,547.3333333333334,0.7833333333333332
Critical Customers,B002GWHDNC,5,1.0,0.2290909090909091,484.0,0.7687272727272727
Critical Customers,B0000DJDHN,4,1.0,0.225,633.25,0.7675
Critical Customers,B004G5ZYN8,3,1.0,0.2222222222222222,368.6666666666667,0.7666666666666666
Critical Customers,B004G5ZYQA,3,1.0,0.2222222222222222,368.6666666666667,0.7666666666666666
Critical Customers,B004G5ZYQU,3,1.0,0.2222222222222222,368.6666666666667,0.7666666666666666
Critical Customers,B000FEJ11U,5,1.0,0.2,237.6,0.76
Critical Customers,B0026RHUP8,3,1.0,0.17460317460317457,431.6666666666667,0.7523809523809524
Critical Customers,B000LLS410,3,1.0,0.16666666666666666,380.3333333333333,0.75
Critical Customers,B0018CG15W,3,1.0,0.16666666666666666,314.3333333333333,0.75
Critical Customers,B006W5WGFE,4,1.0,0.1590909090909091,556.25,0.7477272727272727
Critical Customers,B000EHP62Q,6,1.0,0.125,382.0,0.7374999999999999
Critical Customers,B001PLDYAG,3,1.0,0.1111111111111111,439.6666666666667,0.7333333333333333
Critical Customers,B000ST9GCQ,5,1.0,0.09333333333333332,735.6,0.728
Critical Customers,B006WA0516,3,1.0,0.08333333333333333,327.3333333333333,0.725
Critical Customers,B003BQCIRS,3,1.0,0.06666666666666667,172.33333333333334,0.72
Critical Customers,B0005YXF8A,3,1.0,0.047619047619047616,225.33333333333334,0.7142857142857142
Critical Customers,B000BYLQW6,3,1.0,0.0,239.0,0.7
Critical Customers,B000UPALKO,3,1.0,0.0,288.6666666666667,0.7
Critical Customers,B00153SSZU,3,1.0,0.0,300.0,0.7
Critical Customers,B001VPCKV0,3,1.0,0.0,668.0,0.7
Critical Customers,B004SNJK4W,3,1.0,0.0,235.33333333333334,0.7
Critical Customers,B004T06420,3,1.0,0.0,195.0,0.7
Low Engagement Customers,B00008DFR5,3,5.0,1.0,1204.6666666666667,3.8
Low Engagement Customers,B0000CDBRJ,4,5.0,1.0,644.0,3.8
Low Engagement Customers,B0000CDBRY,5,5.0,1.0,332.4,3.8
Low Engagement Customers,B0000CDBRZ,5,5.0,1.0,332.4,3.8
Low Engagement Customers,B0000CEOKH,3,5.0,1.0,300.6666666666667,3.8
Low Engagement Customers,B0000DCWWI,3,5.0,1.0,926.0,3.8
Low Engagement Customers,B0000DG4MO,3,5.0,1.0,632.6666666666666,3.8
Low Engagement Customers,B0000DG5AN,5,5.0,1.0,645.8,3.8
Low Engagement Customers,B0000TLEPQ,3,5.0,1.0,268.3333333333333,3.8
Low Engagement Customers,B0000TLRIA,3,5.0,1.0,371.6666666666667,3.8
Low Engagement Customers,B0000TVUQE,4,5.0,1.0,843.5,3.8
Low Engagement Customers,B0000TWLJO,5,5.0,1.0,296.0,3.8
Low Engagement Customers,B0000V1B0W,5,5.0,1.0,342.0,3.8
Low Engagement Customers,B0000V828G,5,5.0,1.0,475.0,3.8
Low Engagement Customers,B0000VM8Y0,5,5.0,1.0,192.2,3.8
Low Engagement Customers,B0000WEVG2,3,5.0,1.0,160.66666666666666,3.8
Low Engagement Customers,B0000ZSHBO,3,5.0,1.0,444.6666666666667,3.8
Low Engagement Customers,B00015BQB6,3,5.0,1.0,198.33333333333334,3.8
Low Engagement Customers,B00015UC6G,4,5.0,1.0,459.75,3.8
Low Engagement Customers,B00016R3DK,3,5.0,1.0,213.33333333333334,3.8
Low Engagement Customers,B00018CWNE,3,5.0,1.0,412.3333333333333,3.8
Low Engagement Customers,B00018CX3S,3,5.0,1.0,186.0,3.8
Low Engagement Customers,B0001BVD8G,4,5.0,1.0,291.5,3.8
Low Engagement Customers,B0001G6VNS,5,5.0,1.0,424.2,3.8
Low Engagement Customers,B0001GUQ20,6,5.0,1.0,424.0,3.8
Low Engagement Customers,B0001IOSEU,3,5.0,1.0,360.6666666666667,3.8
Low Engagement Customers,B0001M0Z3O,10,5.0,1.0,217.4,3.8
Low Engagement Customers,B00022VUAK,3,5.0,1.0,172.33333333333334,3.8
Low Engagement Customers,B000246RSI,3,5.0,1.0,341.0,3.8
Low Engagement Customers,B000261MX6,3,5.0,1.0,341.3333333333333,3.8
Low Engagement Customers,B00028HN64,9,5.0,1.0,1271.2222222222222,3.8
Low Engagement Customers,B0002DJFUQ,6,5.0,1.0,287.6666666666667,3.8
Low Engagement Customers,B0002F5CBA,7,5.0,1.0,337.85714285714283,3.8
Low Engagement Customers,B0002HDLZM,6,5.0,1.0,385.3333333333333,3.8
Low Engagement Customers,B0002LY6W0,3,5.0,1.0,166.33333333333334,3.8
Low Engagement Customers,B0002MRUVI,6,5.0,1.0,449.5,3.8
Low Engagement Customers,B0002PHDYO,4,5.0,1.0,380.75,3.8
Low Engagement Customers,B0002UDY9W,6,5.0,1.0,386.3333333333333,3.8
Low Engagement Customers,B0002UIKSM,4,5.0,1.0,316.5,3.8
Low Engagement Customers,B0002XIBRE,4,5.0,1.0,329.75,3.8
Low Engagement Customers,B0002YB21A,8,5.0,1.0,356.5,3.8
Low Engagement Customers,B0005YXF8A,3,5.0,1.0,282.6666666666667,3.8
Low Engagement Customers,B000633S78,4,5.0,1.0,666.5,3.8
Low Engagement Customers,B00063KHCC,4,5.0,1.0,413.25,3.8
Low Engagement Customers,B00063KO3E,3,5.0,1.0,216.0,3.8
Low Engagement Customers,B00066N9EM,4,5.0,1.0,306.75,3.8
Low Engagement Customers,B00067AD4U,3,5.0,1.0,249.0,3.8
Low Engagement Customers,B00068K5UQ,5,5.0,1.0,417.6,3.8
Low Engagement Customers,B0006G1K9I,4,5.0,1.0,269.5,3.8
Low Engagement Customers,B0006J6GWG,4,5.0,1.0,310.25,3.8
Low Engagement Customers,B0006NEHLY,14,5.0,1.0,304.2857142857143,3.8
Low Engagement Customers,B0007CHJ3C,3,5.0,1.0,219.66666666666666,3.8
Low Engagement Customers,B0007NG568,3,5.0,1.0,486.0,3.8
Low Engagement Customers,B0007OPW66,4,5.0,1.0,643.5,3.8
Low Engagement Customers,B0007R72HK,4,5.0,1.0,238.0,3.8
Low Engagement Customers,B0007SN7B4,22,5.0,1.0,408.72727272727275,3.8
Low Engagement Customers,B0007XNYAS,7,5.0,1.0,228.57142857142858,3.8
Low Engagement Customers,B0007ZKS00,5,5.0,1.0,446.8,3.8
Low Engagement Customers,B0007ZNW1W,5,5.0,1.0,446.8,3.8
Low Engagement Customers,B0007ZPY2C,5,5.0,1.0,446.8,3.8
Low Engagement Customers,B0008IT47E,4,5.0,1.0,241.0,3.8
Low Engagement Customers,B0008JGWNW,8,5.0,1.0,429.25,3.8
Low Engagement Customers,B0009F3PQ2,6,5.0,1.0,525.8333333333334,3.8
Low Engagement Customers,B0009F3SAA,5,5.0,1.0,340.6,3.8
Low Engagement Customers,B0009WNQ8C,4,5.0,1.0,254.5,3.8
Low Engagement Customers,B0009X2AB0,5,5.0,1.0,445.0,3.8
Low Engagement Customers,B0009XLVGA,3,5.0,1.0,965.6666666666666,3.8
Low Engagement Customers,B0009YUI6I,6,5.0,1.0,433.1666666666667,3.8
Low Engagement Customers,B0009YWMVM,4,5.0,1.0,503.0,3.8
Low Engagement Customers,B000AXQI30,3,5.0,1.0,181.33333333333334,3.8
Low Engagement Customers,B000AYDHTM,7,5.0,1.0,205.28571428571428,3.8
Low Engagement Customers,B000BQVS0E,4,5.0,1.0,1029.75,3.8
Low Engagement Customers,B000BXSTXQ,6,5.0,1.0,285.3333333333333,3.8
Low Engagement Customers,B000BXX20G,3,5.0,1.0,312.3333333333333,3.8
Low Engagement Customers,B000CMHMUC,3,5.0,1.0,854.3333333333334,3.8
Low Engagement Customers,B000COCLYM,5,5.0,1.0,450.4,3.8
Low Engagement Customers,B000COEZWS,4,5.0,1.0,238.0,3.8
Low Engagement Customers,B000CR1YOM,3,5.0,1.0,400.3333333333333,3.8
Low Engagement Customers,B000CSCOXQ,4,5.0,1.0,232.5,3.8
Low Engagement Customers,B000E1588O,4,5.0,1.0,223.75,3.8
Low Engagement Customers,B000E1BMYI,6,5.0,1.0,224.0,3.8
Low Engagement Customers,B000E1DSJU,3,5.0,1.0,216.66666666666666,3.8
Low Engagement Customers,B000E1DSQS,4,5.0,1.0,201.0,3.8
Low Engagement Customers,B000E1FYJW,7,5.0,1.0,289.57142857142856,3.8
Low Engagement Customers,B000E1HUXK,3,5.0,1.0,404.6666666666667,3.8
Low Engagement Customers,B000E1HUXU,3,5.0,1.0,253.66666666666666,3.8
Low Engagement Customers,B000E1HVW0,7,5.0,1.0,564.2857142857143,3.8
Low Engagement Customers,B000E3XCE4,3,5.0,1.0,215.66666666666666,3.8
Low Engagement Customers,B000E3XCEY,3,5.0,1.0,306.0,3.8
Low Engagement Customers,B000E682LY,4,5.0,1.0,214.5,3.8
Low Engagement Customers,B000E7WM0U,3,5.0,1.0,308.6666666666667,3.8
Low Engagement Customers,B000E7WM50,4,5.0,1.0,377.75,3.8
Low Engagement Customers,B000E8Y5CC,6,5.0,1.0,375.5,3.8
Low Engagement Customers,B000ED7M1S,3,5.0,1.0,297.3333333333333,3.8
Low Engagement Customers,B000EFFTNO,4,5.0,1.0,267.75,3.8
Low Engagement Customers,B000EGZ99W,5,5.0,1.0,295.2,3.8
Low Engagement Customers,B000ELWDRI,7,5.0,1.0,212.71428571428572,3.8
Low Engagement Customers,B000EM8U1U,4,5.0,1.0,319.25,3.8
Low Engagement Customers,B000EMM8NG,7,5.0,1.0,607.1428571428571,3.8
Low Engagement Customers,B000EMQFZI,3,5.0,1.0,277.6666666666667,3.8
Low Engagement Customers,B000ER1DIM,4,5.0,1.0,278.0,3.8
Low Engagement Customers,B000ER1ER2,4,5.0,1.0,278.0,3.8
Low Engagement Customers,B000ES3LMC,3,5.0,1.0,455.6666666666667,3.8
Low Engagement Customers,B000ES5GMU,8,5.0,1.0,382.5,3.8
Low Engagement Customers,B000EVMNNC,12,5.0,1.0,365.1666666666667,3.8
Low Engagement Customers,B000EVT04W,6,5.0,1.0,270.8333333333333,3.8
Low Engagement Customers,B000EXWL8M,5,5.0,1.0,279.2,3.8
Low Engagement Customers,B000F26YJO,3,5.0,1.0,950.0,3.8
Low Engagement Customers,B000F42ECI,7,5.0,1.0,394.0,3.8
Low Engagement Customers,B000F4D5JE,5,5.0,1.0,405.0,3.8
Low Engagement Customers,B000F4F96Q,6,5.0,1.0,419.1666666666667,3.8
Low Engagement Customers,B000F764BW,3,5.0,1.0,345.3333333333333,3.8
Low Engagement Customers,B000F9Z1XM,4,5.0,1.0,205.5,3.8
Low Engagement Customers,B000F9Z29U,4,5.0,1.0,205.5,3.8
Low Engagement Customers,B000FA15RW,3,5.0,1.0,160.66666666666666,3.8
Low Engagement Customers,B000FAAY4M,3,5.0,1.0,1518.6666666666667,3.8
Low Engagement Customers,B000FDDFUE,3,5.0,1.0,329.6666666666667,3.8
Low Engagement Customers,B000FDKUSO,9,5.0,1.0,609.3333333333334,3.8
Low Engagement Customers,B000FF5T9W,6,5.0,1.0,261.8333333333333,3.8
Low Engagement Customers,B000FGCA16,4,5.0,1.0,307.25,3.8
Low Engagement Customers,B000FMVOLW,3,5.0,1.0,378.3333333333333,3.8
Low Engagement Customers,B000FNADGI,3,5.0,1.0,437.0,3.8
Low Engagement Customers,B000FO1NFC,3,5.0,1.0,284.0,3.8
Low Engagement Customers,B000FVE1R2,3,5.0,1.0,263.3333333333333,3.8
Low Engagement Customers,B000FYYP1Q,6,5.0,1.0,525.3333333333334,3.8
Low Engagement Customers,B000G17Y9I,5,5.0,1.0,336.8,3.8
Low Engagement Customers,B000G1X456,6,5.0,1.0,535.5,3.8
Low Engagement Customers,B000G201FG,6,5.0,1.0,696.5,3.8
Low Engagement Customers,B000G6STS8,3,5.0,1.0,147.33333333333334,3.8
Low Engagement Customers,B000GFYRIK,14,5.0,1.0,315.14285714285717,3.8
Low Engagement Customers,B000GG0BNY,6,5.0,1.0,547.3333333333334,3.8
Low Engagement Customers,B000GG0BPW,8,5.0,1.0,249.375,3.8
Low Engagement Customers,B000GWHFZA,4,5.0,1.0,302.75,3.8
Low Engagement Customers,B000GZUA6I,3,5.0,1.0,161.66666666666666,3.8
Low Engagement Customers,B000GZY8FC,8,5.0,1.0,352.625,3.8
Low Engagement Customers,B000GZYAT6,4,5.0,1.0,240.0,3.8
Low Engagement Customers,B000H1CO74,4,5.0,1.0,307.25,3.8
Low Engagement Customers,B000H221Q2,4,5.0,1.0,406.25,3.8
Low Engagement Customers,B000H23YC2,11,5.0,1.0,339.90909090909093,3.8
Low Engagement Customers,B000H27K86,4,5.0,1.0,755.5,3.8
Low Engagement Customers,B000H28AGM,3,5.0,1.0,383.0,3.8
Low Engagement Customers,B000H7D1J8,5,5.0,1.0,286.0,3.8
Low Engagement Customers,B000H7EE0S,4,5.0,1.0,253.25,3.8
Low Engagement Customers,B000HDKZDC,4,5.0,1.0,338.75,3.8
Low Engagement Customers,B000HDMW9M,4,5.0,1.0,317.5,3.8
Low Engagement Customers,B000HDOOL6,10,5.0,1.0,396.9,3.8
Low Engagement Customers,B000HPBRA0,3,5.0,1.0,647.6666666666666,3.8
Low Engagement Customers,B000HQMLQS,3,5.0,1.0,478.0,3.8
Low Engagement Customers,B000HQND56,6,5.0,1.0,332.1666666666667,3.8
Low Engagement Customers,B000HQR0NC,3,5.0,1.0,383.0,3.8
Low Engagement Customers,B000HQR0QO,3,5.0,1.0,221.33333333333334,3.8
Low Engagement Customers,B000HZ9D60,5,5.0,1.0,697.8,3.8
Low Engagement Customers,B000I4H2GS,3,5.0,1.0,410.0,3.8
Low Engagement Customers,B000I66258,4,5.0,1.0,321.0,3.8
Low Engagement Customers,B000I6O6RO,5,5.0,1.0,322.0,3.8
Low Engagement Customers,B000ICO8GW,7,5.0,1.0,262.0,3.8
Low Engagement Customers,B000ILEVWO,5,5.0,1.0,464.0,3.8
Low Engagement Customers,B000JD1OG2,3,5.0,1.0,331.0,3.8
Low Engagement Customers,B000K8ESBE,4,5.0,1.0,253.25,3.8
Low Engagement Customers,B000K8ESBO,4,5.0,1.0,230.5,3.8
Low Engagement Customers,B000KOSDY6,5,5.0,1.0,178.0,3.8
Low Engagement Customers,B000KXQG64,3,5.0,1.0,269.6666666666667,3.8
Low Engagement Customers,B000LKTFUU,7,5.0,1.0,462.14285714285717,3.8
Low Engagement Customers,B000LKUA7M,8,5.0,1.0,477.0,3.8
Low Engagement Customers,B000LKYXUC,5,5.0,1.0,309.2,3.8
Low Engagement Customers,B000LKZ84W,4,5.0,1.0,211.75,3.8
Low Engagement Customers,B000LLKCBK,3,5.0,1.0,799.6666666666666,3.8
Low Engagement Customers,B000LLXBKY,3,5.0,1.0,269.0,3.8
Low Engagement Customers,B000LZK630,3,5.0,1.0,209.66666666666666,3.8
Low Engagement Customers,B000MT4HVC,3,5.0,1.0,897.0,3.8
Low Engagement Customers,B000N62E46,3,5.0,1.0,475.0,3.8
Low Engagement Customers,B000N8JT6U,3,5.0,1.0,230.0,3.8
Low Engagement Customers,B000ND00SQ,3,5.0,1.0,200.0,3.8
Low Engagement Customers,B000NNEESI,5,5.0,1.0,197.0,3.8
Low Engagement Customers,B000NO93PQ,4,5.0,1.0,269.25,3.8
Low Engagement Customers,B000NPZUBG,3,5.0,1.0,276.0,3.8
Low Engagement Customers,B000NQA2R2,3,5.0,1.0,181.66666666666666,3.8
Low Engagement Customers,B000NY4SZQ,4,5.0,1.0,356.5,3.8
Low Engagement Customers,B000NY8OLU,3,5.0,1.0,200.0,3.8
Low Engagement Customers,B000ODRY9I,3,5.0,1.0,277.3333333333333,3.8
Low Engagement Customers,B000OIWY8Y,6,5.0,1.0,485.3333333333333,3.8
Low Engagement Customers,B000OP16W2,3,5.0,1.0,369.3333333333333,3.8
Low Engagement Customers,B000OQ2DJ6,3,5.0,1.0,761.3333333333334,3.8
Low Engagement Customers,B000OQWAS0,8,5.0,1.0,459.5,3.8
Low Engagement Customers,B000P151AI,3,5.0,1.0,181.33333333333334,3.8
Low Engagement Customers,B000PBRWC8,5,5.0,1.0,451.4,3.8
Low Engagement Customers,B000PIQF8S,6,5.0,1.0,194.5,3.8
Low Engagement Customers,B000PVV7X8,3,5.0,1.0,458.0,3.8
Low Engagement Customers,B000QNR2WA,4,5.0,1.0,267.5,3.8
Low Engagement Customers,B000QT5ZGO,4,5.0,1.0,454.75,3.8
Low Engagement Customers,B000R1BPOC,3,5.0,1.0,160.66666666666666,3.8
Low Engagement Customers,B000R32F6M,3,5.0,1.0,267.6666666666667,3.8
Low Engagement Customers,B000RHUUQK,3,5.0,1.0,294.3333333333333,3.8
Low Engagement Customers,B000RHUWMC,3,5.0,1.0,432.3333333333333,3.8
Low Engagement Customers,B000RHXIGO,7,5.0,1.0,516.5714285714286,3.8
Low Engagement Customers,B000RHXMCY,3,5.0,1.0,249.33333333333334,3.8
Low Engagement Customers,B000RJARJS,6,5.0,1.0,407.5,3.8
Low Engagement Customers,B000RJXRW2,3,5.0,1.0,343.6666666666667,3.8
Low Engagement Customers,B000RY5EVO,3,5.0,1.0,754.3333333333334,3.8
Low Engagement Customers,B000UCIBX6,4,5.0,1.0,701.5,3.8
Low Engagement Customers,B000VDP13M,3,5.0,1.0,789.0,3.8
Low Engagement Customers,B000VYD0MA,7,5.0,1.0,1361.0,3.8
Low Engagement Customers,B000WAFJ0E,3,5.0,1.0,496.0,3.8
Low Engagement Customers,B000WFL0BG,3,5.0,1.0,629.6666666666666,3.8
Low Engagement Customers,B000WN0S7K,4,5.0,1.0,534.5,3.8
Low Engagement Customers,B000WY96Q8,3,5.0,1.0,239.33333333333334,3.8
Low Engagement Customers,B000X98Z5A,4,5.0,1.0,535.75,3.8
Low Engagement Customers,B000XB5ITY,5,5.0,1.0,296.8,3.8
Low Engagement Customers,B000XH8T8U,3,5.0,1.0,641.6666666666666,3.8
Low Engagement Customers,B000XU228K,3,5.0,1.0,268.0,3.8
Low Engagement Customers,B000Y8Y8HY,5,5.0,1.0,388.2,3.8
Low Engagement Customers,B000YPKODY,3,5.0,1.0,315.6666666666667,3.8
Low Engagement Customers,B000YQUY2E,4,5.0,1.0,158.25,3.8
Low Engagement Customers,B000YSWAE2,3,5.0,1.0,419.6666666666667,3.8
Low Engagement Customers,B000ZILM3G,3,5.0,1.0,427.3333333333333,3.8
Low Engagement Customers,B0010DLWT4,3,5.0,1.0,474.3333333333333,3.8
Low Engagement Customers,B0010TEJBQ,4,5.0,1.0,353.25,3.8
Low Engagement Customers,B00110FN28,3,5.0,1.0,160.66666666666666,3.8
Low Engagement Customers,B00113L7KC,5,5.0,1.0,555.8,3.8
Low Engagement Customers,B00113SKZC,5,5.0,1.0,673.0,3.8
Low Engagement Customers,B0011664YS,5,5.0,1.0,288.2,3.8
Low Engagement Customers,B0011FYQR6,3,5.0,1.0,239.0,3.8
Low Engagement Customers,B0011XKHY4,6,5.0,1.0,284.6666666666667,3.8
Low Engagement Customers,B00121BQK4,3,5.0,1.0,247.33333333333334,3.8
Low Engagement Customers,B0012272NI,6,5.0,1.0,301.8333333333333,3.8
Low Engagement Customers,B001228RNM,3,5.0,1.0,496.6666666666667,3.8
Low Engagement Customers,B0012ABCY0,3,5.0,1.0,194.33333333333334,3.8
Low Engagement Customers,B0012KCUNC,3,5.0,1.0,2232.0,3.8
Low Engagement Customers,B0013AR19O,3,5.0,1.0,636.3333333333334,3.8
Low Engagement Customers,B0013JJZWG,5,5.0,1.0,337.0,3.8
Low Engagement Customers,B0013JQON4,3,5.0,1.0,298.0,3.8
Low Engagement Customers,B00149FT0M,4,5.0,1.0,238.25,3.8
Low Engagement Customers,B00153SSY6,7,5.0,1.0,650.0,3.8
Low Engagement Customers,B0015GPUJY,3,5.0,1.0,500.3333333333333,3.8
Low Engagement Customers,B001650VTI,14,5.0,1.0,364.42857142857144,3.8
Low Engagement Customers,B001682OOA,3,5.0,1.0,367.0,3.8
Low Engagement Customers,B0016A3UZK,3,5.0,1.0,444.3333333333333,3.8
Low Engagement Customers,B0016AXMLM,7,5.0,1.0,311.0,3.8
Low Engagement Customers,B0016BFR4G,3,5.0,1.0,482.0,3.8
Low Engagement Customers,B001710K60,3,5.0,1.0,169.0,3.8
Low Engagement Customers,B0017128OM,3,5.0,1.0,169.0,3.8
Low Engagement Customers,B0017129AU,3,5.0,1.0,265.0,3.8
Low Engagement Customers,B00176DXW8,4,5.0,1.0,233.5,3.8
Low Engagement Customers,B0017OEWR0,4,5.0,1.0,263.75,3.8
Low Engagement Customers,B0017OX0HS,3,5.0,1.0,280.6666666666667,3.8
Low Engagement Customers,B0018CE6DQ,17,5.0,1.0,494.7647058823529,3.8
Low Engagement Customers,B0018CG15W,3,5.0,1.0,484.3333333333333,3.8
Low Engagement Customers,B0018CJJ9C,7,5.0,1.0,643.7142857142857,3.8
Low Engagement Customers,B0018LHYCM,4,5.0,1.0,561.5,3.8
Low Engagement Customers,B0018N2UNI,4,5.0,1.0,215.25,3.8
Low Engagement Customers,B0018OL46G,4,5.0,1.0,594.5,3.8
Low Engagement Customers,B0018OMTOM,4,5.0,1.0,594.5,3.8
Low Engagement Customers,B0018R0MOI,8,5.0,1.0,312.875,3.8
Low Engagement Customers,B0019415ZU,4,5.0,1.0,217.5,3.8
Low Engagement Customers,B0019978P6,3,5.0,1.0,372.3333333333333,3.8
Low Engagement Customers,B0019CW0HE,4,5.0,1.0,382.5,3.8
Low Engagement Customers,B0019EY7KA,3,5.0,1.0,311.3333333333333,3.8
Low Engagement Customers,B0019JTH96,5,5.0,1.0,333.2,3.8
