ProductId,NumberOfReviews,AverageScore,AverageHelpfulnessRatio,AverageReviewLength,RecommendationScore
B001N0WDKQ,5,4.6,0.5,410.0,3.3699999999999997
B00068PCTU,34,4.676470588235294,0.321078431372549,545.8529411764706,3.3698529411764704
B008MNDQ4O,12,4.5,0.7319444444444444,300.1666666666667,3.3695833333333334
B0002YB21A,12,4.5,0.7319444444444444,300.1666666666667,3.3695833333333334
B000FZRYPO,28,4.642857142857143,0.39583333333333337,437.82142857142856,3.36875
B001ET5Y52,65,4.446153846153846,0.8546906796906797,448.15384615384613,3.3687148962148963
B003GSK4CW,41,4.560975609756097,0.5860433604336044,324.6829268292683,3.3684959349593493
B001945N2G,6,4.666666666666667,0.33809523809523806,200.5,3.368095238095238
B000CMIYWM,19,4.578947368421052,0.5394736842105263,417.0,3.367105263157894
B004ZQBCZ2,6,4.666666666666667,0.3333333333333333,811.6666666666666,3.3666666666666667
B005Q1812W,6,4.666666666666667,0.3333333333333333,491.8333333333333,3.3666666666666667
B0002X8HOQ,6,4.666666666666667,0.3333333333333333,337.5,3.3666666666666667
B003GBHX5K,6,4.666666666666667,0.3333333333333333,407.3333333333333,3.3666666666666667
B000ES00B2,15,4.466666666666667,0.8,214.6,3.3666666666666663
B001T4UMM2,97,4.628865979381444,0.42057716557413344,467.22680412371136,3.3663793352392504
B002ODE1PQ,22,4.636363636363637,0.40192837465564735,294.27272727272725,3.3660330578512396
B00122CM60,26,4.730769230769231,0.17884615384615385,375.96153846153845,3.3651923076923076
B0012YEKCW,40,4.625,0.4250589050589051,316.175,3.365017671517671
B0048HWC98,6,4.666666666666667,0.3277777777777778,208.0,3.3649999999999998
B001UJEN6C,19,4.526315789473684,0.6543233082706766,465.36842105263156,3.3647180451127814
B0018RXITE,15,4.6,0.4822222222222222,243.53333333333333,3.3646666666666665
B000GZY9HY,29,4.517241379310345,0.675287356321839,405.37931034482756,3.364655172413793
B0018SPTKE,23,4.739130434782608,0.15618729096989967,422.5652173913044,3.3642474916387957
B004XMIRU6,11,4.454545454545454,0.8181818181818182,465.09090909090907,3.3636363636363633
B005MGDP86,73,4.616438356164384,0.44007916224341437,306.64383561643837,3.3635305979880927
B006ACQYXY,73,4.616438356164384,0.44007916224341437,306.64383561643837,3.3635305979880927
B001E530IE,50,4.56,0.5706666666666667,368.62,3.3631999999999995
B000FBOAP0,57,4.614035087719298,0.44453238359055536,364.2456140350877,3.363184276480675
B001HTG4TO,7,4.571428571428571,0.5428571428571428,253.57142857142858,3.3628571428571425
B000EISKJ6,12,4.666666666666667,0.3194444444444445,302.5833333333333,3.3625
B001M1YW0U,6,4.5,0.7083333333333334,676.0,3.3625
B0012KH0CS,8,4.75,0.125,367.25,3.3625
B000V8XXWS,16,4.75,0.125,359.5,3.3625
B004GU3YXU,18,4.611111111111111,0.4444444444444444,438.8333333333333,3.3611111111111107
B000CMF1A0,23,4.6521739130434785,0.34782608695652173,295.4347826086956,3.360869565217391
B0001WA6D8,16,4.625,0.41065705128205127,520.9375,3.3606971153846152
B008ADQYYU,5,4.8,0.0,1229.4,3.36
B001IZICJW,14,4.5,0.7000000000000001,310.2857142857143,3.36
B001BCWAFY,15,4.6,0.4666666666666667,533.9333333333333,3.36
B000IBRBFI,5,4.8,0.0,169.4,3.36
B000JMFCO8,5,4.8,0.0,204.2,3.36
B001EO64ZQ,15,4.666666666666667,0.3111111111111111,280.06666666666666,3.36
B001IQ7DPK,5,4.8,0.0,729.2,3.36
B003AYYXWO,21,4.571428571428571,0.5317460317460317,455.4761904761905,3.359523809523809
B000OBZZ1Y,6,4.666666666666667,0.3055555555555555,300.0,3.3583333333333334
B000V7MCBC,31,4.645161290322581,0.35210980775496903,289.741935483871,3.357245845552297
B008P18ZYO,7,4.571428571428571,0.5238095238095238,239.28571428571428,3.3571428571428568
B001HTKQ3O,15,4.466666666666667,0.7666666666666667,512.0666666666667,3.3566666666666665
B000E5AO8O,16,4.625,0.3958333333333333,221.625,3.3562499999999997
B000FBM4FI,23,4.608695652173913,0.4327759197324415,451.5217391304348,3.3559197324414716
B000FFM7U6,13,4.538461538461538,0.5961538461538461,431.46153846153845,3.3557692307692304
B000FZ0TL0,18,4.722222222222222,0.16666666666666666,411.94444444444446,3.355555555555555
B00066N9EM,9,4.555555555555555,0.5555555555555556,520.5555555555555,3.355555555555555
B006LP53QY,10,4.6,0.45,499.7,3.3549999999999995
B001CGTN1I,74,4.5675675675675675,0.5241875919922259,493.0810810810811,3.354553574894965
B000FK63XI,12,4.583333333333333,0.48611111111111116,500.25,3.3541666666666665
B001EO616S,91,4.516483516483516,0.6418341090436852,427.0769230769231,3.354088694251567
B0030VJ70K,193,4.699481865284974,0.2141623488773748,483.69948186528495,3.353886010362694
B0028S7MC6,13,4.6923076923076925,0.23076923076923078,340.9230769230769,3.353846153846154
B003F1MUN6,13,4.6923076923076925,0.23076923076923078,260.15384615384613,3.353846153846154
B0002EQTIG,13,4.6923076923076925,0.23076923076923078,253.07692307692307,3.353846153846154
B002OK2FCA,23,4.608695652173913,0.423076923076923,464.7391304347826,3.353010033444816
B0008JGW96,6,4.5,0.6761904761904761,390.5,3.3528571428571428
B000EHP62G,64,4.59375,0.45693529112171355,311.5,3.352705587336514
B002IVDAH4,30,4.5,0.675,608.1333333333333,3.3525
B001I8BNMC,23,4.521739130434782,0.6231695840391492,427.3478260869565,3.352168266516092
B000EF3E3Q,10,4.6,0.43809523809523815,335.9,3.3514285714285714
B0050JL44W,11,4.636363636363637,0.35064935064935066,420.8181818181818,3.3506493506493507
B0018LHYCM,6,4.5,0.6666666666666666,451.3333333333333,3.35
B0000CDBRZ,8,4.5,0.6666666666666666,296.75,3.35
B0000CDBRY,8,4.5,0.6666666666666666,296.75,3.35
B000K8ESBO,6,4.5,0.6666666666666666,248.33333333333334,3.35
B001EO5QOG,6,4.5,0.6666666666666666,181.16666666666666,3.35
B0002PHDYO,6,4.5,0.6666666666666666,307.5,3.35
B001H17CJS,6,4.5,0.6666666666666666,461.8333333333333,3.35
B004JR2SDC,6,4.5,0.6666666666666666,292.8333333333333,3.35
B001FQ0UEE,6,4.5,0.6666666666666666,288.3333333333333,3.35
B0000TM9H8,5,4.6,0.4333333333333333,705.2,3.3499999999999996
B0052RRO2I,7,4.571428571428571,0.5,315.0,3.3499999999999996
B0002ML8D4,8,4.625,0.375,877.75,3.3499999999999996
B001HWWKW6,24,4.583333333333333,0.47038690476190476,231.41666666666666,3.3494494047619043
B000EYRBSQ,21,4.666666666666667,0.27380952380952384,347.7142857142857,3.348809523809524
B000ZE9NM2,17,4.588235294117647,0.45483193277310924,604.2352941176471,3.3482142857142856
B003QWN6B4,12,4.583333333333333,0.46428571428571425,361.0,3.3476190476190473
B002SSIQZI,27,4.592592592592593,0.4424803591470258,755.5555555555555,3.3475589225589224
B0014EOU8E,9,4.444444444444445,0.7871794871794872,334.3333333333333,3.347264957264957
B000LQORDE,69,4.6231884057971016,0.36891803848325583,536.5507246376811,3.3469072956029478
B002BCD2OG,20,4.65,0.30625,353.95,3.346875
B000FGXT2A,27,4.62962962962963,0.35370370370370374,255.8148148148148,3.3468518518518517
B000WN0S7K,13,4.615384615384615,0.38461538461538464,379.38461538461536,3.346153846153846
B0009F3SAA,12,4.583333333333333,0.4583333333333333,265.0,3.345833333333333
B003EJ3YPM,7,4.571428571428571,0.4857142857142857,1151.857142857143,3.3457142857142856
B0002VXZ40,33,4.636363636363637,0.3333333333333333,401.3333333333333,3.3454545454545457
B000CMH0OU,16,4.5,0.6510416666666666,431.625,3.3453125
B000NMCQ7A,10,4.7,0.18333333333333335,185.5,3.345
B003OZV4Y4,44,4.681818181818182,0.22474747474747475,378.8181818181818,3.3446969696969693
B000AYFBY6,13,4.461538461538462,0.7358974358974358,282.15384615384613,3.3438461538461537
B002UQ6OUC,7,4.714285714285714,0.14285714285714285,388.2857142857143,3.3428571428571425
B004LLBVXY,7,4.714285714285714,0.14285714285714285,260.0,3.3428571428571425
B003E1VO20,7,4.714285714285714,0.14285714285714285,339.42857142857144,3.3428571428571425
B000EUIZ8K,25,4.64,0.312,375.44,3.3415999999999997
B002NLY0QE,21,4.476190476190476,0.6904761904761905,413.5238095238095,3.3404761904761906
B001EO5NAS,13,4.538461538461538,0.5442307692307693,429.0769230769231,3.3401923076923077
B0055QVU6M,5,4.6,0.4,465.6,3.34
B000GG0BPW,20,4.5,0.6333333333333333,241.15,3.34
B0047T56SQ,5,4.6,0.4,401.4,3.34
B000E1DS90,6,4.5,0.6333333333333333,307.6666666666667,3.34
B001EQ4W1C,5,4.6,0.4,276.4,3.34
B000H153W2,5,4.6,0.4,364.8,3.34
B000CSCP0I,5,4.6,0.4,442.2,3.34
B002UL6M0E,5,4.4,0.8666666666666666,655.0,3.34
B000FNADGI,9,4.555555555555555,0.5,389.3333333333333,3.3388888888888886
B005HI55CS,21,4.666666666666667,0.24047619047619045,334.6666666666667,3.3388095238095237
B000DZFMEQ,295,4.610169491525424,0.3716549090649507,416.3627118644068,3.3386151167872815
B001VNP4A6,14,4.5,0.625,306.07142857142856,3.3375
B00449ML28,8,4.5,0.625,298.875,3.3375
B002TRR9AG,8,4.5,0.625,623.75,3.3375
B001FSK3I0,8,4.5,0.625,409.625,3.3375
B000ODRY9I,8,4.5,0.625,238.375,3.3375
B004IJMVQK,94,4.5638297872340425,0.47578334785781595,317.22340425531917,3.3374158554211744
B0018CJYPG,37,4.405405405405405,0.8445945945945946,634.3783783783783,3.337162162162162
B001E5DXOU,11,4.545454545454546,0.5151515151515151,541.5454545454545,3.336363636363637
B000MLT5RG,7,4.428571428571429,0.7857142857142857,229.42857142857142,3.335714285714286
B000CQ25TQ,10,4.6,0.38571428571428573,347.3,3.3357142857142854
B000JMAXOC,6,4.5,0.6190476190476191,246.83333333333334,3.3357142857142854
B0033GE6GW,13,4.615384615384615,0.34615384615384615,409.61538461538464,3.3346153846153843
B001SIS14U,21,4.619047619047619,0.33730158730158727,306.3809523809524,3.3345238095238092
B003TIVBSU,69,4.6231884057971016,0.32579118603963325,443.768115942029,3.333969239869861
B000EM6PC6,56,4.553571428571429,0.48671987734487737,534.6964285714286,3.333515963203463
B00094HIZC,9,4.666666666666667,0.2222222222222222,585.0,3.3333333333333335
B001MURXMK,9,4.666666666666667,0.2222222222222222,382.6666666666667,3.3333333333333335
B001ELL9X6,9,4.666666666666667,0.2222222222222222,370.44444444444446,3.3333333333333335
B00401OY6Q,15,4.733333333333333,0.06666666666666667,384.1333333333333,3.333333333333333
B000PVX84E,6,4.333333333333333,1.0,928.5,3.3333333333333326
B008YA1R8W,28,4.642857142857143,0.2767857142857143,308.17857142857144,3.3330357142857143
B001EPQQL2,22,4.590909090909091,0.3977272727272727,394.6818181818182,3.332954545454545
B000FBL8FU,25,4.52,0.5601657701566168,491.92,3.3320497310469848
B0001CXUE0,6,4.5,0.6055555555555555,411.6666666666667,3.3316666666666666
B0000T4LYC,19,4.7368421052631575,0.05263157894736842,249.42105263157896,3.3315789473684205
B0015Z3BT6,16,4.4375,0.75,519.0625,3.33125
B000QV4U4U,33,4.575757575757576,0.4257278669043375,373.45454545454544,3.3307486631016046
B000EVMNO6,36,4.555555555555555,0.4721341959904051,375.0,3.3305291476860104
B001652NBM,37,4.594594594594595,0.3798221298221298,473.94594594594594,3.3301628551628553
B001IZEJ76,10,4.5,0.6,166.9,3.33
B001UE9PC4,5,4.6,0.3666666666666667,189.0,3.3299999999999996
B0025VRCJY,5,4.6,0.3666666666666667,318.0,3.3299999999999996
B004175G8Y,7,4.571428571428571,0.42857142857142855,522.4285714285714,3.3285714285714283
B000EUC7YS,7,4.571428571428571,0.42857142857142855,210.85714285714286,3.3285714285714283
B002SN8AH2,7,4.571428571428571,0.42857142857142855,298.85714285714283,3.3285714285714283
B0002Z9BF8,7,4.571428571428571,0.42857142857142855,582.0,3.3285714285714283
B000NKVYL6,7,4.571428571428571,0.42857142857142855,273.0,3.3285714285714283
B000N425II,7,4.571428571428571,0.42857142857142855,221.42857142857142,3.3285714285714283
B000NMK0EQ,10,4.5,0.5909090909090909,489.3,3.327272727272727
B001EQ4RVC,19,4.631578947368421,0.28389154704944175,363.36842105263156,3.327272727272727
B0030VBSBG,75,4.6,0.3570325203252033,357.8666666666667,3.3271097560975607
B00141NFVA,10,4.5,0.5892857142857143,336.8,3.3267857142857142
B001FSISZK,12,4.583333333333333,0.39166666666666666,429.8333333333333,3.325833333333333
B001M23W3M,7,4.428571428571429,0.7523809523809524,372.14285714285717,3.3257142857142856
B00061KXUA,9,4.444444444444445,0.7129629629629629,262.3333333333333,3.325
B002EAQXQO,16,4.5625,0.4375,537.5625,3.3249999999999997
B0000VLU0I,10,4.6,0.35,345.3,3.3249999999999997
B000E3XBT0,20,4.6,0.35,309.75,3.3249999999999997
B001EQ54NW,6,4.5,0.5833333333333334,444.0,3.3249999999999997
B000FFVYF0,51,4.490196078431373,0.6034858387799564,307.7843137254902,3.3241830065359474
B000FFVYFA,51,4.490196078431373,0.6034858387799564,307.7843137254902,3.3241830065359474
B000EMOD4I,6,4.5,0.5777777777777778,192.16666666666666,3.3233333333333333
B000E1FXLG,13,4.461538461538462,0.6666666666666666,352.6923076923077,3.3230769230769233
B001E5DYSU,10,4.5,0.5746031746031746,305.6,3.322380952380952
B003WEZ72W,9,4.444444444444445,0.7023809523809523,266.8888888888889,3.321825396825397
B000LKXDXU,20,4.5,0.5720833333333333,366.45,3.321625
B003WP05BY,7,4.428571428571429,0.7380952380952381,242.28571428571428,3.3214285714285716
B004LC6KV6,6,4.5,0.5694444444444445,323.6666666666667,3.3208333333333333
B000ZSWR80,5,4.4,0.8,332.8,3.3200000000000003
B001VNGNOC,5,4.6,0.3333333333333333,321.8,3.32
B001J5SW5U,21,4.476190476190476,0.6190476190476191,252.95238095238096,3.319047619047619
B000G7P50M,13,4.615384615384615,0.29230769230769227,344.9230769230769,3.318461538461538
B000TV8RIW,11,4.545454545454546,0.45454545454545453,322.6363636363636,3.3181818181818183
B0019FOZC4,44,4.5227272727272725,0.5041344103844104,670.8409090909091,3.3171494140244135
B001EO5TMK,6,4.666666666666667,0.16666666666666666,506.8333333333333,3.3166666666666664
B005HVDZRM,6,4.5,0.5555555555555556,193.0,3.3166666666666664
B0058EBMGO,6,4.5,0.5555555555555556,323.8333333333333,3.3166666666666664
B004Q44M3C,6,4.5,0.5555555555555556,244.0,3.3166666666666664
B005SLSVNE,6,4.666666666666667,0.16666666666666666,496.1666666666667,3.3166666666666664
B006N3I8ZW,6,4.5,0.5555555555555556,193.0,3.3166666666666664
B002ITD1NO,6,4.333333333333333,0.9444444444444445,301.6666666666667,3.316666666666666
B001FA1LL6,22,4.545454545454546,0.4484848484848485,397.09090909090907,3.316363636363637
B001LQTEF4,11,4.545454545454546,0.4477272727272727,314.1818181818182,3.316136363636364
B000F4H5FO,35,4.6571428571428575,0.1818181818181818,377.48571428571427,3.314545454545455
B006GZYU04,7,4.428571428571429,0.7142857142857143,516.1428571428571,3.3142857142857145
B000XSJLWM,7,4.428571428571429,0.7142857142857143,310.42857142857144,3.3142857142857145
B0000CDBRV,7,4.571428571428571,0.38095238095238093,363.57142857142856,3.314285714285714
B003DNL9V0,14,4.642857142857143,0.21428571428571427,363.0,3.314285714285714
B00376T0JG,26,4.538461538461538,0.4567307692307692,437.2307692307692,3.3139423076923076
B004UA4PYS,19,4.631578947368421,0.23684210526315788,338.6842105263158,3.313157894736842
B0007A0AP8,55,4.6,0.3090909090909091,301.6727272727273,3.3127272727272725
B000CR1YOM,16,4.625,0.25,311.875,3.3125
B003V8Y5F4,16,4.625,0.25,314.5625,3.3125
B003LJB8RQ,8,4.625,0.25,222.625,3.3125
B000EVMNNC,42,4.571428571428571,0.375,360.7857142857143,3.3124999999999996
B0017I753O,33,4.606060606060606,0.29292929292929293,285.3939393939394,3.312121212121212
B000G1X45G,33,4.606060606060606,0.2919191919191919,376.8181818181818,3.3118181818181816
B001AHJ2D8,178,4.550561797752809,0.42116104868913856,493.80898876404495,3.3117415730337076
B0013JJZWG,8,4.375,0.8303571428571429,312.375,3.311607142857143
B001IZM9B4,20,4.65,0.1875,381.45,3.31125
B000KSVLGO,9,4.444444444444445,0.6666666666666666,292.22222222222223,3.3111111111111113
B000FU2E9U,9,4.444444444444445,0.6666666666666666,441.6666666666667,3.3111111111111113
B000V6HQPU,5,4.4,0.77,284.0,3.311
B001EO62IU,6,4.333333333333333,0.9242424242424242,505.3333333333333,3.31060606060606
B001E5E20O,94,4.595744680851064,0.3115799511293879,578.6063829787234,3.310495261934561
B0013T5A34,5,4.6,0.3,516.0,3.3099999999999996
B003ZXHGOW,10,4.6,0.3,149.8,3.3099999999999996
B0075AOEJ6,5,4.6,0.3,575.8,3.3099999999999996
B004ET9OIW,15,4.6,0.3,370.8,3.3099999999999996
B000H2405M,38,4.552631578947368,0.4100877192982456,487.42105263157896,3.3098684210526312
B000GQTP1S,46,4.608695652173913,0.27898550724637683,415.45652173913044,3.3097826086956523
B000FBO9LK,60,4.533333333333333,0.4532407407407407,311.5833333333333,3.309305555555555
B000FBM3PO,60,4.533333333333333,0.4532407407407407,311.5833333333333,3.309305555555555
B000FBQ50I,60,4.533333333333333,0.4532407407407407,311.5833333333333,3.309305555555555
B000FBM3RC,60,4.533333333333333,0.4532407407407407,311.5833333333333,3.309305555555555
B000FBM3YK,60,4.533333333333333,0.4532407407407407,311.5833333333333,3.309305555555555
B000GBTLOE,11,4.7272727272727275,0.0,206.54545454545453,3.309090909090909
B0027Z5J6G,43,4.441860465116279,0.665891472868217,379.5813953488372,3.3090697674418603
B000E4C1OK,30,4.566666666666666,0.3722222222222222,267.8333333333333,3.308333333333333
B000FO1NFC,12,4.583333333333333,0.3333333333333333,311.0,3.308333333333333
B000H7K0WY,7,4.428571428571429,0.6938775510204082,471.14285714285717,3.3081632653061224
B002C37TM0,48,4.458333333333333,0.6217113693256167,368.8541666666667,3.307346744131018
B000KND8RY,75,4.586666666666667,0.32222823001254375,374.6666666666667,3.3073351356704297
B001EQ5JQO,7,4.571428571428571,0.35714285714285715,190.71428571428572,3.307142857142857
B00099XLJE,7,4.571428571428571,0.35714285714285715,347.42857142857144,3.307142857142857
B003H26J5I,28,4.428571428571429,0.6892857142857143,739.7857142857143,3.306785714285714
B000ES5GMU,15,4.466666666666667,0.6,317.93333333333334,3.3066666666666666
B001EO650A,31,4.645161290322581,0.1827956989247312,304.51612903225805,3.3064516129032255
B001E6EEE2,8,4.5,0.5208333333333334,361.625,3.30625
B003OB4CMY,11,4.454545454545454,0.6266233766233766,331.8181818181818,3.3061688311688306
B002GWHAXK,18,4.388888888888889,0.7777777777777778,753.6111111111111,3.305555555555556
B001EQ5482,9,4.555555555555555,0.3888888888888889,464.6666666666667,3.3055555555555554
B000FA38ZE,30,4.433333333333334,0.6731746031746032,570.0666666666667,3.3052857142857146
B0028GY93S,10,4.6,0.27999999999999997,998.7,3.304
B000EXWL8M,13,4.461538461538462,0.6025641025641026,399.38461538461536,3.3038461538461537
B001E5DZTS,93,4.505376344086022,0.49949025680733,524.483870967742,3.3036105179024142
B0026LN472,25,4.48,0.5585714285714286,642.4,3.303571428571429
B001EQ5KTK,14,4.642857142857143,0.17857142857142858,235.71428571428572,3.3035714285714284
B001VIY7O0,56,4.410714285714286,0.7195616883116883,575.7857142857143,3.3033685064935066
B001E5DXEU,123,4.666666666666667,0.12231003843139476,325.5528455284553,3.303359678196085
B005B3HKPO,6,4.333333333333333,0.9,326.0,3.303333333333333
B003E3UHJ4,13,4.6923076923076925,0.06153846153846154,268.46153846153845,3.303076923076923
B008ZRKZSM,310,4.467741935483871,0.5831666905556303,431.0774193548387,3.3023693620053987
B002GJ9JWS,310,4.467741935483871,0.5831666905556303,431.0774193548387,3.3023693620053987
B0002DJFUQ,23,4.565217391304348,0.35296442687747037,233.3913043478261,3.301541501976284
B001BSBFUO,73,4.602739726027397,0.2648401826484018,431.3150684931507,3.301369863013698
B001CDOBCM,39,4.564102564102564,0.35475912975912977,418.43589743589746,3.3012995337995337
B000GZYAN2,82,4.609756097560975,0.24747386759581882,471.6463414634146,3.3010714285714284
B000GG5IZA,12,4.416666666666667,0.6944444444444445,311.25,3.3000000000000003
B001O2F5VC,6,4.666666666666667,0.1111111111111111,278.0,3.3
B0007WKDUS,5,4.4,0.7333333333333333,195.4,3.3
B000F764BW,6,4.5,0.5,306.1666666666667,3.3
B001EQ5SPQ,13,4.615384615384615,0.23076923076923078,197.92307692307693,3.3
B000FIP7XW,9,4.666666666666667,0.1111111111111111,224.88888888888889,3.3
B003XL6VHE,8,4.5,0.5,225.375,3.3
B000FKIYMG,7,4.714285714285714,0.0,250.85714285714286,3.3
B000HDOP06,6,4.5,0.5,340.0,3.3
B004VITJY0,8,4.5,0.5,327.5,3.3
B001EO5ZMO,7,4.571428571428571,0.33333333333333337,463.0,3.3
B001KUSKHY,5,4.4,0.7333333333333333,636.6,3.3
B001EO6GSG,13,4.615384615384615,0.23076923076923078,197.92307692307693,3.3
B0030JFYYA,8,4.5,0.5,649.5,3.3
B000LKYQ5E,6,4.5,0.5,260.8333333333333,3.3
B002ANCCK6,12,4.333333333333333,0.8888888888888888,387.75,3.2999999999999994
B0041QD39O,36,4.472222222222222,0.558511396011396,384.1388888888889,3.2981089743589744
B0027E2M7Q,15,4.533333333333333,0.41333333333333333,388.1333333333333,3.297333333333333
B001E6EJX8,45,4.466666666666667,0.5687830687830687,436.6,3.297301587301587
B0019415ZU,16,4.5,0.4888392857142857,297.25,3.2966517857142854
B0002NYO20,28,4.571428571428571,0.32117758885850994,326.92857142857144,3.2963532766575527
B0002NYO2K,28,4.571428571428571,0.32117758885850994,326.92857142857144,3.2963532766575527
B003V5V5J6,21,4.523809523809524,0.4312169312169312,415.0952380952381,3.296031746031746
B001GVIRD4,18,4.5,0.4861111111111111,275.72222222222223,3.2958333333333334
B000BGZNXW,6,4.5,0.48484848484848486,209.0,3.2954545454545454
B002EYBB3A,28,4.428571428571429,0.6509657009657009,636.0357142857143,3.2952897102897105
B000LKVHOW,24,4.416666666666667,0.6771397005772006,515.5,3.294808576839827
B000ILIHA6,78,4.653846153846154,0.1227106227106227,339.12820512820514,3.2945054945054943
B00032IFCU,11,4.545454545454546,0.3727272727272727,344.45454545454544,3.293636363636364
B000PWTXE2,17,4.588235294117647,0.27083333333333337,305.4117647058824,3.2930147058823525
B001B2TZ1Q,6,4.5,0.4761904761904762,567.5,3.2928571428571427
B0015YHFU8,55,4.5636363636363635,0.32727272727272727,402.96363636363634,3.2927272727272725
B003ZNXCFO,16,4.625,0.18333333333333335,197.75,3.2925
B0047INAUS,16,4.625,0.18333333333333335,197.75,3.2925
B001PO7FIU,55,4.363636363636363,0.790870744954373,526.4,3.291806678031766
B0000GIVA0,12,4.416666666666667,0.6666666666666666,305.75,3.291666666666667
B001534QYW,21,4.571428571428571,0.3055555555555556,387.6190476190476,3.2916666666666665
B000EM8U1U,33,4.636363636363637,0.15151515151515152,320.72727272727275,3.290909090909091
B001VNEII0,26,4.346153846153846,0.8269230769230769,342.65384615384613,3.290384615384615
B000YQUY2E,10,4.5,0.4666666666666667,171.2,3.29
B003YT18B4,6,4.5,0.4666666666666666,396.6666666666667,3.29
B000X9NRKS,41,4.560975609756097,0.3223056076714613,350.5609756097561,3.2893746091307063
B00068K5UQ,9,4.444444444444445,0.5925925925925926,396.22222222222223,3.2888888888888888
B001EQ5PD6,9,4.555555555555555,0.3333333333333333,427.22222222222223,3.2888888888888888
B000X98CN0,9,4.555555555555555,0.3333333333333333,412.1111111111111,3.2888888888888888
B000E4AHUA,9,4.555555555555555,0.3333333333333333,340.0,3.2888888888888888
B005DM3N2M,15,4.333333333333333,0.8518518518518519,560.4666666666667,3.2888888888888883
B000GB7RV8,38,4.421052631578948,0.6459160692210286,472.0,3.288511662871572
B000G1EO0A,20,4.45,0.5780555555555555,392.85,3.2884166666666665
B001JYVTNS,27,4.37037037037037,0.7623456790123456,345.2962962962963,3.2879629629629625
B001JYVT60,27,4.37037037037037,0.7623456790123456,345.2962962962963,3.2879629629629625
B001HWD2OG,27,4.37037037037037,0.7623456790123456,345.2962962962963,3.2879629629629625
B001DTFRXM,6,4.5,0.4583333333333333,301.3333333333333,3.2875
B001UUNDOE,8,4.375,0.75,406.0,3.2875
B000ZT12NK,12,4.416666666666667,0.6527777777777778,446.9166666666667,3.2875
B001BDI0RA,6,4.333333333333333,0.8472222222222222,602.8333333333334,3.2874999999999996
B002UUQHEQ,10,4.6,0.2230769230769231,667.6,3.2869230769230766
B004989EEW,7,4.571428571428571,0.2857142857142857,919.8571428571429,3.2857142857142856
B004P12TTU,7,4.571428571428571,0.2857142857142857,302.42857142857144,3.2857142857142856
B000G1769G,7,4.571428571428571,0.2857142857142857,521.5714285714286,3.2857142857142856
B001M54X0A,7,4.571428571428571,0.2857142857142857,287.7142857142857,3.2857142857142856
B0089SPDUW,69,4.550724637681159,0.33256117039519456,278.0144927536232,3.2852755974953696
B0016BWBTA,26,4.5,0.44903846153846155,447.5769230769231,3.284711538461538
B001HTRDVC,11,4.454545454545454,0.5541125541125541,577.7272727272727,3.284415584415584
B000FFPXBG,16,4.4375,0.59375,444.4375,3.284375
B0015ICUUE,8,4.5,0.44672619047619044,326.125,3.284017857142857
B000CQ01LA,6,4.5,0.4444444444444444,336.5,3.283333333333333
B0005YMACM,10,4.5,0.4444444444444445,680.3,3.283333333333333
B00535HCI0,6,4.333333333333333,0.8333333333333334,322.8333333333333,3.2833333333333328
B002UE79IK,6,4.333333333333333,0.8333333333333334,718.0,3.2833333333333328
B005HGOIQ4,43,4.395348837209302,0.6878552971576227,579.1860465116279,3.283100775193798
B001EO5KSS,17,4.588235294117647,0.23529411764705882,297.2352941176471,3.2823529411764705
B000VVY0WW,11,4.454545454545454,0.5454545454545454,389.1818181818182,3.2818181818181813
B001EO69NS,46,4.478260869565218,0.4883008860393152,445.6521739130435,3.2812728745074464
B0002LY6W0,8,4.5,0.4375,279.25,3.28125
B001684NNU,7,4.428571428571429,0.6031746031746031,631.5714285714286,3.280952380952381
B001HTKOWC,206,4.475728155339806,0.49147713128295656,364.1796116504854,3.280452848122751
B000I1OLT2,206,4.475728155339806,0.49147713128295656,364.1796116504854,3.280452848122751
B003CK2BQG,206,4.475728155339806,0.49147713128295656,364.1796116504854,3.280452848122751
B000QSOP5W,5,4.6,0.2,389.8,3.28
B000VMI8W4,5,4.6,0.2,297.4,3.28
B0014J9OTE,5,4.6,0.2,134.6,3.28
B000E1HVF2,5,4.6,0.2,326.0,3.28
B000FIY3HI,5,4.6,0.2,289.8,3.28
B002BCD2GO,78,4.4743589743589745,0.49063770149742997,415.5,3.279242592500511
B001BM399U,12,4.666666666666667,0.041666666666666664,510.75,3.279166666666667
B000G1X456,12,4.416666666666667,0.625,480.1666666666667,3.279166666666667
B002K660RE,6,4.333333333333333,0.8181818181818182,287.0,3.2787878787878784
B001HKZZ6Q,18,4.444444444444445,0.5583333333333333,335.0,3.278611111111111
B00474H936,14,4.428571428571429,0.5952380952380952,638.0714285714286,3.2785714285714285
B001J4GHOO,15,4.4,0.6611111111111111,467.4,3.2783333333333333
B000VKYKTG,16,4.375,0.71875,589.375,3.278125
B004ILOH7Y,16,4.5625,0.28125,307.375,3.2781249999999997
B0002PUB9S,9,4.444444444444445,0.5555555555555556,237.44444444444446,3.2777777777777777
B002QWP89S,632,4.5886075949367084,0.21892092210355127,322.9398734177215,3.277701593086761
B0026RQTGE,632,4.5886075949367084,0.21892092210355127,322.9398734177215,3.277701593086761
B000CONMBS,85,4.529411764705882,0.3549562408695536,330.4823529411765,3.2770751075549835
B0019CW0HE,17,4.529411764705882,0.35294117647058826,366.4117647058824,3.276470588235294
